b,g,r,class
64.75462541704577,93.773127085229,76.567940552017,Mango
71.52788506102274,96.43179360420211,78.6491580410938,Mango
64.81837413115747,93.75173768510123,76.68238138410396,Mango
64.71596032461676,94.04613766155694,76.77021340547037,Mango
64.93762154076292,94.09573672400896,77.04607329842936,Mango
64.76837084513342,94.29572216425697,76.95483678640633,Mango
64.9702823179792,94.36463595839524,77.11025260029714,Mango
64.96035502958581,94.75917159763316,77.11937869822484,Mango
64.78073679538394,94.55304039059033,77.13197218523452,Mango
64.95937405958469,95.0979536563347,77.41092386397835,Mango
65.36480815347724,95.30155875299764,77.82988609112714,Mango
65.38842357164224,95.7204606640742,77.8879748728687,Mango
71.48097742035262,96.57284256108873,78.63640581503248,Mango
65.6545861297539,96.17747949291575,78.37971662938104,Mango
65.73296637905383,96.36774769413864,78.36759892889017,Mango
66.2672401008453,96.71155272134067,78.6764051609076,Mango
66.47944395149364,97.19668737060042,78.96628216503996,Mango
67.05558012678758,97.46572313135779,79.36104968303111,Mango
67.20746948978093,97.9544184678724,79.44508160564621,Mango
67.81018790369939,98.35320023487967,80.01849677040515,Mango
68.00292954445585,98.77383916800936,80.15043210780728,Mango
68.5519005847953,99.10116959064328,80.53143274853801,Mango
68.9385466724916,99.66681229066553,80.94320664045436,Mango
71.63856168629886,96.66816491010542,78.7208617482951,Mango
69.50872346612385,100.09014248328,81.39052050014541,Mango
69.7801511188608,100.48910200523106,81.45292066259805,Mango
70.53420289855075,101.22797101449274,82.14028985507245,Mango
70.77185871453392,101.5253329473075,82.39837869137229,Mango
71.44839549002599,101.8408499566349,82.9002601908066,Mango
71.64211438474868,102.27469670710572,83.11770652801846,Mango
72.20940294202477,102.58595327372372,83.55898471300837,Mango
72.23946304849885,102.86850461893766,83.67003464203236,Mango
72.58929862617498,102.96211135213302,83.96847433116412,Mango
72.45054308472125,103.09543808834175,83.91687183200578,Mango
71.46464646464645,96.55695415695418,78.52121212121213,Mango
73.12232504337769,103.43623481781373,84.32995951417008,Mango
73.1700867052023,103.78945086705201,84.52760115606937,Mango
73.4250325945241,103.82877009995656,84.67622772707517,Mango
73.68089107478663,104.27585708086214,84.86098654708519,Mango
74.16471777104087,104.73191857947167,85.32611520138586,Mango
74.15727088753974,104.85819601040765,85.35284764382767,Mango
74.66079930745923,105.05843312653296,85.711729909104,Mango
74.3905933429812,105.11780028943555,85.56758321273514,Mango
74.56192129629629,105.09273726851846,85.7239583333333,Mango
73.97413542574833,104.91935483870964,85.32330717814592,Mango
71.5515255292652,96.49859900373603,78.80603985056041,Mango
74.27094240837698,105.11460151250728,85.52923211169285,Mango
73.8483522892972,105.06867891513559,85.29075532225139,Mango
73.9666132089226,105.02055693249748,85.37687709578653,Mango
73.84065372829417,105.1950970377937,85.3906318400701,Mango
74.10363981873999,105.25434877941817,85.5662914778541,Mango
73.70842490842489,105.34183150183146,85.35032967032966,Mango
73.92247948417351,105.70193434935521,85.6075615474795,Mango
73.85307500366942,105.58887421106706,85.4708645237047,Mango
74.14233200999854,105.69783855315399,85.76253492133506,Mango
73.8308259587021,105.68318584070798,85.4424778761062,Mango
71.03391154867948,96.26894827316768,78.36958899828097,Mango
74.19013876586948,105.6699143785061,85.87894892235015,Mango
73.97795857988164,105.68742603550291,85.60724852071009,Mango
74.4551652586335,105.89387876093083,85.97139469393802,Mango
74.35046035046034,105.89382239382243,85.91520641520643,Mango
74.73303571428578,105.80699404761897,86.07232142857141,Mango
74.56558111741859,105.80714072303559,85.89049895428742,Mango
74.87535495441637,105.77312808249886,86.1525930354207,Mango
74.5446495572565,105.5538045925259,85.82290259642805,Mango
74.58116051243405,105.52946495855312,85.83707611152978,Mango
74.27620632279535,105.27620632279535,85.58039630918164,Mango
70.97947932618686,96.13124042879018,78.3284839203675,Mango
74.2947704469444,104.86363636363633,85.47810884767411,Mango
74.10001524622656,104.79539563957923,85.32306754078365,Mango
74.2700763358779,104.61587786259538,85.32000000000002,Mango
73.70422102839598,104.26876438986953,84.84558710667689,Mango
73.69679704342467,103.98321527563905,84.83939020634428,Mango
73.5704160246533,103.92480739599385,84.67873651771956,Mango
73.56281872971725,103.59279864008656,84.55818266110337,Mango
73.2620817843866,103.45043370508053,84.03779429987607,Mango
73.05159285159286,102.98834498834499,83.94188034188025,Mango
72.6250389772373,102.7695665731213,83.49438727782984,Mango
70.78694052728389,96.22854077253221,78.28678724708767,Mango
71.37214071620127,101.45401482883734,82.19703423252876,Mango
70.95215905560732,100.8586517552035,81.81640260950611,Mango
70.85761072988147,100.44058016219587,81.46007485963818,Mango
70.52620873102799,100.24581442653732,81.07854795806603,Mango
70.81621452093458,100.09612670534737,81.21201191782967,Mango
71.11933210784315,96.28293504901961,78.51286764705878,Mango
70.77353126974101,99.67103600758048,80.67040429564119,Mango
70.96764985727879,99.66317792578495,80.65620044402156,Mango
71.37418117910211,99.26090429781117,80.40693401501838,Mango
71.7355107268652,99.13272494396412,80.56227985910984,Mango
71.61957569913213,99.10125361620065,80.4792671166827,Mango
70.76740263722785,96.27092916283354,78.24425022999077,Mango
71.7534573199809,98.35113654426961,80.09442060085843,Mango
71.8112155488291,98.28580532101323,79.91381233073123,Mango
72.08974768444591,98.11354199936126,79.96135419993611,Mango
71.71996792301529,97.83544506816358,79.5400160384924,Mango
71.98427975617581,97.9138594802695,79.7138273981392,Mango
71.66602347644317,97.51857211770385,79.23926676314522,Mango
72.03410004825479,97.3791217629082,79.4772398262828,Mango
71.76897051715804,97.3223779603673,79.14435314966974,Mango
72.08481135117702,97.24056755885198,79.32183166720408,Mango
72.02547154602611,97.30453006609704,79.20473964210859,Mango
71.14043139054614,96.4541838763959,78.67339758298911,Mango
71.84287099903001,96.90252182347234,78.97736825088914,Mango
71.57653949659651,96.67737850245368,78.69146746873515,Mango
71.32612498012404,96.10415010335507,78.35570042932103,Mango
71.17340120903599,96.24992045816103,78.10229080496343,Mango
70.63381180223288,95.98373205741626,77.86491228070179,Mango
70.3810207336523,95.77958532695371,77.58133971291865,Mango
70.47500399297238,95.57307139434599,77.66698610445616,Mango
70.9706466901086,96.509555113897,78.53187585996028,Mango
70.69098712446353,96.26057633353771,78.49999999999999,Mango
68.10653029110935,93.57686860739571,75.70212431156568,Mango
70.32204688218171,96.2958480159338,78.20039834533473,Mango
70.58842592592592,95.10493827160498,76.92175925925925,Mango
71.05654256140893,95.31299243009423,77.32921365672796,Mango
70.85249457700651,95.2931515339325,77.0844437558104,Mango
70.94435809760641,95.26686353745724,77.26453217283186,Mango
70.60969149267683,95.14989093175443,77.03412277968222,Mango
69.8588108772469,96.17329850975572,77.97710861883546,Mango
69.36761083743839,95.91733374384238,77.61637931034483,Mango
69.39605789959963,95.87834924545734,77.67138897443796,Mango
68.84211339409855,95.73798856789743,77.42406921056694,Mango
68.92472952086553,95.73554868624423,77.53570324574957,Mango
68.59180201082754,95.74044856921888,77.29095127610206,Mango
68.58547537937444,95.56565500154845,77.23598637349029,Mango
68.12381691233513,95.42141194724591,76.8310318076028,Mango
68.44530643910007,95.57114041892935,77.2018619084561,Mango
68.10631022691949,95.66941249611436,77.01321106621074,Mango
68.52570274887404,95.86535176269605,77.31309209504583,Mango
68.48164852255057,96.09611197511666,77.339968895801,Mango
68.77497665732963,96.5409274821039,77.58325552443199,Mango
68.79629341224107,96.61781653947985,77.61563619373928,Mango
69.21009188599906,96.78912941909357,77.94066344806104,Mango
69.49501867995019,97.15099626400996,78.09277708592776,Mango
70.14287940168278,97.51308818946715,78.67279526332192,Mango
70.2045880149813,97.7788701622971,78.67212858926342,Mango
70.82794186591654,98.25300828254417,79.33052039381154,Mango
70.97705369435525,98.40140737341288,79.24766712559278,Mango
71.1539993870671,98.4031566043518,79.37005822862395,Mango
71.3128928407175,98.67514947110229,79.44151464050285,Mango
71.74328266543829,98.80730846000307,79.84446491632124,Mango
72.09903270382313,99.36665131275906,80.11070167357593,Mango
72.33574396060932,99.56608709032157,80.27434989998461,Mango
72.35776990605271,99.60665331895889,80.16741105806253,Mango
72.38365265760197,99.3051606922126,80.33868974042032,Mango
72.44849984534488,99.59155583049797,80.31781626971858,Mango
72.67404426559357,99.53722334004026,80.40520043336944,Mango
72.91671826625387,99.90216718266252,80.65402476780183,Mango
73.00975987606505,99.8134779240899,80.7592563903951,Mango
73.21104750116046,100.20408479034504,81.03961008819431,Mango
73.70783039306718,100.56576911173012,81.43005261528934,Mango
73.8148262548263,100.7566023166023,81.57081081081083,Mango
74.08759462382204,100.8713116020393,81.86142437818626,Mango
73.98592856038348,100.99257770218031,81.88851090149993,Mango
74.39867263466584,101.42475690693011,82.31115912949525,Mango
73.79687741536557,101.06183335909725,81.73287988869997,Mango
74.12784046993353,101.25568093986706,82.0833204513835,Mango
73.84445132332455,101.26265284011765,82.06330289428881,Mango
73.93537889353792,101.15155741515574,82.13916008058267,Mango
73.81217095075876,101.35924434809537,82.15205946113349,Mango
73.81594045588463,101.25383780431073,82.38610637308108,Mango
73.26026119402984,101.17039800995025,82.00559701492537,Mango
73.45609945609942,101.34156954156954,82.38243978243982,Mango
73.31748251748256,101.41833721833724,82.33084693084693,Mango
73.13021806853585,101.15202492211836,82.30607476635512,Mango
72.68142144638402,101.17300498753117,82.21945137157104,Mango
72.56128024980487,101.37626854020297,82.51912568306011,Mango
72.29294982022824,101.15976238861967,82.17883382835706,Mango
72.23389618511574,101.02704815509694,82.24577861163223,Mango
71.99046577055334,101.02344482650827,82.21850578305722,Mango
71.85396427452214,100.79144468818554,82.24443748041362,Mango
71.8470330358541,101.04321277595115,82.28745890089242,Mango
71.70136385013328,100.88759993729423,82.41856090296285,Mango
71.7127192982456,101.09633458646613,82.40460526315783,Mango
71.83056686501723,100.96586282492959,82.5681177575947,Mango
71.4476115896633,100.97165231010175,82.50399373531717,Mango
71.76929234710215,101.10358629522891,82.81812359910346,Mango
71.39554272887604,101.09571909571909,82.75148308481641,Mango
71.58470644696845,101.55207166853303,83.11774116141419,Mango
71.15792000000003,101.20368,82.84960000000001,Mango
71.57247882371746,101.40338820521018,83.18603164455813,Mango
71.38441849304111,101.40633498640217,83.03935370340747,Mango
71.45343805096972,101.33290591440932,83.2724795640327,Mango
70.92854854213391,101.17173982697855,82.93816084588273,Mango
71.32394816829306,101.25931850903852,83.32522796352586,Mango
71.14539631705364,101.55564451561253,83.40816653322658,Mango
73.12835864485986,99.34404205607476,82.72721962616822,Mango
70.8998740554156,99.89153022670025,83.96756926952145,Mango
70.83731530965107,100.10971392643819,84.07120402389182,Mango
71.28755297441533,100.38392716998905,84.49835190707898,Mango
70.9326290001531,100.51446945337621,84.48369315571887,Mango
71.12971481140754,100.69426556271083,84.74302361238884,Mango
70.9984669630538,100.66656446420362,84.65721293883185,Mango
71.39907904835,100.77513430544899,84.99293937068309,Mango
71.52863765515177,101.06699566322715,85.1909675489756,Mango
71.77385581812747,100.9461561471732,85.45931797786419,Mango
71.81350482315112,101.31174399020061,85.75363650283265,Mango
72.64493267186396,97.60311835577606,81.36669029057404,Mango
72.09714986209012,101.39350291143126,86.09546429665949,Mango
71.93735984452084,101.4854238301689,86.0490357303035,Mango
72.31900283624421,101.55202268995373,86.50992685475444,Mango
72.03583159151985,101.48686174977607,86.3297999402807,Mango
72.25179318589358,101.6259713090257,86.87447698744768,Mango
72.21689730517119,101.90823015294978,86.97596504005828,Mango
72.40600717274361,102.27525403466827,87.64704124327555,Mango
72.0611451637016,101.97637912991476,87.32815069517117,Mango
72.21971132818197,101.94736842105262,87.80215774894303,Mango
72.1689238386486,102.14242027086065,87.87753021697979,Mango
72.41801878736125,97.48704810703103,81.28138343296335,Mango
72.32910654423549,102.09182334936591,88.22168780061214,Mango
72.2855436081243,102.20698924731188,88.32945041816006,Mango
72.16419429901104,101.96916812100056,88.50756253635831,Mango
71.88515772641374,102.10306730629452,88.56810582933562,Mango
71.9732635861668,102.0637895960477,88.94652717233365,Mango
71.91635201858843,102.23947139122863,89.17455707232064,Mango
71.99150774731825,102.28799165673418,89.51579261025032,Mango
71.61235465116278,102.22325581395349,89.44694767441861,Mango
71.44479953515396,102.31028471818713,89.79924462521795,Mango
71.18325594892634,102.14001741149156,89.81006964596635,Mango
72.73626373626372,97.46967318395892,81.55244755244759,Mango
71.33008720930236,102.19215116279068,90.26177325581394,Mango
70.96140749148694,102.08271850170262,90.23354143019293,Mango
71.12879432624115,102.09460992907805,90.65078014184398,Mango
71.28174949142694,102.39043882592269,90.96963092124388,Mango
71.529548424568,102.40453027443006,91.41469435167707,Mango
71.42034242600118,102.453714451538,91.46677307022635,Mango
71.68020893789907,102.56819500870576,92.01886244921648,Mango
71.42131242741,102.61933797909403,92.14576074332176,Mango
71.50559569344095,102.54568635784105,92.58733531661709,Mango
71.22702779353378,102.6140102098696,92.6605218377765,Mango
71.7027333238918,103.06288061181135,93.48605013454188,Mango
72.18214699074072,103.6182002314815,94.08289930555553,Mango
72.76756287944495,103.72159583694709,94.58224920497251,Mango
72.68328996819889,103.90228389708011,94.70294882914138,Mango
73.08258605727507,103.81414521261206,95.17775527914375,Mango
73.27827596181656,104.13610066531673,95.46051489730979,Mango
73.70350014463406,104.2630893838588,96.00549609487993,Mango
73.8720173535792,104.44454085321766,96.16644974692696,Mango
74.36542637903574,104.51252352685687,96.80411177066742,Mango
74.57726285300511,104.81839246922522,97.02128892107174,Mango
75.2539475590323,104.99000434593657,97.64812400405619,Mango
74.93835907609467,104.90151622502484,97.53337112087289,Mango
75.6505170704066,105.20541153137839,98.10865561694288,Mango
75.60249680805791,105.26741381756275,98.15406440629877,Mango
76.34571752694269,105.38896766874642,98.68760635280768,Mango
76.44348196535076,105.48750355012783,98.77563192274921,Mango
76.7704568094493,105.48939803614631,99.16166216023909,Mango
76.52479108635099,105.24679665738154,98.99025069637884,Mango
76.99344490934452,105.25258019525803,99.37726638772662,Mango
76.98855707507674,105.36296399665083,99.3638012838403,Mango
77.4346733668342,105.34631490787271,99.82663316582915,Mango
77.50279407655773,105.46423582006148,99.80148086057565,Mango
77.9941291585128,105.45932345540959,100.18926474699474,Mango
78.18528344037978,105.71446523317509,100.40575258307737,Mango
78.4848400167668,105.90498812351544,100.86279167248847,Mango
78.426013986014,105.93048951048951,100.8264335664336,Mango
79.05857682091427,106.0945058017615,101.39465958339153,Mango
79.12685107571949,106.24881251746295,101.47708857222689,Mango
79.5047525859659,106.28152082750906,101.9228403690243,Mango
79.32707924950996,106.155278633436,101.61313357602918,Mango
71.96009325287987,96.68678003291284,81.09407569939657,Mango
79.27547531117493,105.63684858432501,101.5873341540145,Mango
79.12611255648362,105.57743393126111,101.3456113925784,Mango
79.18179321708091,105.19689688315252,101.27873129204998,Mango
79.02186177715086,105.02397743300423,100.94499294781386,Mango
79.06630849710162,104.62957726565811,100.91064611904426,Mango
78.88402718776548,104.446898895497,100.64670065137355,Mango
78.33901918976548,103.87732764747692,100.23041933191183,Mango
77.75274646882578,103.33785133399914,99.56513054644027,Mango
77.58870292887032,102.5991631799163,99.25620641562065,Mango
77.02484992321651,102.23467820745505,98.71715761552421,Mango
71.39013933547697,96.33882636655947,80.61696141479099,Mango
76.98447986577182,101.83179530201343,98.60696308724829,Mango
76.9869627507163,101.880229226361,98.47077363896848,Mango
76.97436998854516,101.50286368843068,98.41151202749144,Mango
76.22299748813843,101.09740440971252,97.80072564889758,Mango
76.19866351106782,100.80927189196716,97.72407072253931,Mango
75.8825410063942,100.70113983875449,97.36641645815959,Mango
75.89178690344066,100.37819089900111,97.24653163152058,Mango
75.68239690008299,100.42734569609739,97.02587877110433,Mango
75.33862945565072,100.18762088974857,96.85355070461453,Mango
74.91559961448435,99.90651246041585,96.33705080545226,Mango
71.68713852933082,96.38460479206826,80.87386394932525,Mango
74.76419634263715,99.35487419221779,95.9881754434209,Mango
74.49253935660508,99.33114305270361,95.70828199863112,Mango
74.37121005189839,98.92146954384049,95.44946735864515,Mango
73.823665577342,98.67170479302833,94.83891612200432,Mango
73.61819704158526,98.07772816075915,94.45073960368404,Mango
73.07172643869886,97.80553238810116,93.73714206283012,Mango
72.87932945414244,97.19174286505957,93.28927680798004,Mango
72.08480907581628,96.73561151079134,92.47177642501383,Mango
71.72021511307226,96.13237727523443,91.82460011031444,Mango
71.42028985507248,95.88279161390177,91.28042774729136,Mango
71.36509030745898,96.3139390596994,80.66207086722727,Mango
73.06294937637567,99.47703595011008,82.56757153338219,Mango
71.20869814841397,95.60355963829484,90.83924214152437,Mango
70.35432261852341,94.65903419932475,89.73022163510937,Mango
70.21344046749454,94.23637691745802,89.43447772096417,Mango
69.8515706416555,93.95459282417748,88.74884621110611,Mango
69.65945144551517,93.36545589325428,88.14351371386212,Mango
69.0663360198388,92.94389336639807,87.36035337879721,Mango
68.92562876099369,92.42061410276192,86.86252121586179,Mango
68.30494168201352,91.97145488029466,86.02931246163294,Mango
68.0981989036805,91.44917776037586,85.59044635865313,Mango
67.58046424676742,91.1526717557252,84.83782520641842,Mango
71.35817805383019,96.45507246376806,80.767839889579,Mango
71.11454595638978,96.28484681203423,80.60778360474745,Mango
71.16084495374844,96.02319480878091,80.60306502830319,Mango
70.72797676669893,95.89351403678603,80.3836260544876,Mango
70.97427385892114,95.85228215767637,80.57925311203323,Mango
77.6219058404789,106.11729493609448,87.5389095615596,Mango
78.35412279280736,106.3824720557265,88.02413737242837,Mango
78.4439746300212,106.69149455195966,88.04504797528051,Mango
70.97483650838782,95.88399203866938,80.63548478817172,Mango
78.38532411977623,106.9095097071405,88.20500164527803,Mango
78.87599158167397,107.05326210134372,88.47466407641252,Mango
78.1325167037862,106.76678332803058,88.09035952911232,Mango
77.53024740622507,106.52928970470873,87.59680766161212,Mango
70.94565063147438,95.9741734071236,80.72357031360863,Mango
77.05413463047229,106.13478738427747,87.25482504315079,Mango
76.31327768152461,105.8439124271539,86.68372972121594,Mango
75.99857617465592,105.4981806676159,86.578231292517,Mango
75.53920634920634,105.42682539682544,86.28507936507937,Mango
75.0179239401496,105.20370947630923,85.89167705735653,Mango
74.40476190476194,104.67073934837087,85.36090225563912,Mango
74.46898034398033,104.49401105651106,85.44471744471747,Mango
73.96250000000005,104.1652777777778,84.93719135802475,Mango
73.52150863374733,103.55392305362014,84.66010299909122,Mango
73.10938688574473,103.30838277803134,84.18286931385973,Mango
70.99275773927862,95.86012496449872,80.80289690428853,Mango
73.26631016042779,103.08342245989307,84.21588999236062,Mango
72.90190359226281,102.8601473748849,83.84970832054037,Mango
73.01143372950204,102.56912893034453,83.90461862494358,Mango
72.76041666666667,102.4382548309179,83.55283816425121,Mango
73.03970298530082,102.18487649643882,83.7493559630247,Mango
72.91593055132502,102.16661590009146,83.62397197685048,Mango
72.767688855647,101.83919222139122,83.33881824981295,Mango
72.4686701728024,101.54530428249439,83.11765589782115,Mango
72.8512147276294,101.34359438660027,83.26060057341184,Mango
72.67793783169067,101.28278999241851,83.15405610310843,Mango
70.81203007518793,95.94637537239325,80.64065824939708,Mango
73.00433964993489,98.91855923622164,82.43758136843624,Mango
72.6128376415916,100.7547197211734,82.91272146383973,Mango
72.4316158225077,100.63596555247415,82.65041599766458,Mango
72.73643297154588,100.31798181284834,82.76723379290117,Mango
72.77700912569915,100.33117456579336,82.68339711510151,Mango
72.59852537227123,99.78343212375306,82.50961399450632,Mango
72.39956458635704,99.51132075471696,82.16400580551525,Mango
72.88233580894132,99.44138634046891,82.38808795689528,Mango
72.76257309941519,99.33055555555558,82.18026315789469,Mango
72.76118963486454,99.30108951707892,82.22629564193167,Mango
72.68734705628331,99.0430401612207,82.03397149848861,Mango
71.09315185027646,95.86785764922725,80.970509003261,Mango
72.78593139383413,98.76827326675351,82.06571139093934,Mango
72.4070871722183,98.52586817859671,81.6673281360737,Mango
72.82402274342576,98.40326936744849,81.80170575692962,Mango
72.59292035398228,98.34713103054523,81.68940907793316,Mango
72.76787505373258,98.09256340449922,81.74265654105174,Mango
72.41105499438831,97.89674523007855,81.43953423120088,Mango
72.58213581290504,97.6158072696534,81.4502676810369,Mango
72.41904492794573,97.63845719129696,81.32876518790623,Mango
72.4967357365881,97.3677263695714,81.28086857791654,Mango
72.21037628278225,97.33067274800452,81.04090649942988,Mango
70.80244399185334,96.09164969450097,80.87169042769854,Mango
72.37801915106475,97.47506074031723,81.21652136629982,Mango
71.825717030328,96.53629751612463,80.87484561547961,Mango
71.33746215249104,96.35094962840627,80.59936691439582,Mango
71.27944138579294,95.95917819256074,80.421780582785,Mango
71.21750516884903,96.17215713301175,80.53935217091654,Mango
70.9716693302339,96.38849338951037,81.16112160395178,Mango
70.69358117920419,96.20970084228868,80.8758350275922,Mango
70.79404502541757,96.10108932461873,81.02106027596221,Mango
70.67560904872393,96.20316125290022,81.07845127610213,Mango
70.97294484911546,96.43659878103163,81.49412814032998,Mango
70.85531978038286,96.53672651728748,81.4156403027155,Mango
70.93324209245743,96.42366180048666,81.50349756690996,Mango
70.62494310423305,96.56546806250948,81.38537399484143,Mango
72.57654723127035,98.62781475711655,81.91006939526986,Mango
70.83252500757808,96.57199151257957,81.6016974840861,Mango
70.5917965793855,96.67261994853943,81.52928711972147,Mango
70.76363087146956,96.66213562905907,81.79851986104819,Mango
70.47276293948997,96.67481515014333,81.55636034404708,Mango
70.5382876092855,97.13385589387995,81.97120892372625,Mango
70.34974405299609,97.00662451068955,81.81014754591992,Mango
70.97490377213242,97.35273287143958,82.28976135488834,Mango
70.85742817637119,97.47703180212018,82.20402519588268,Mango
70.90906302714303,97.52461278944945,82.36589480141086,Mango
70.64079754601227,97.5444785276074,82.32085889570554,Mango
72.78595793064244,98.50241614553723,82.01293348493463,Mango
70.90166947465153,97.64175218257009,82.51753714198196,Mango
71.06666666666662,98.17871674491391,82.7981220657277,Mango
71.14813076802753,98.15751603316127,82.97246988894105,Mango
71.16908665105389,98.3626854020297,82.98329430132709,Mango
71.50279686750838,98.60428320281284,83.33770177401311,Mango
71.24429551619592,98.65071006861338,83.25482687091115,Mango
71.48661994265693,99.1742593182542,83.51353934374006,Mango
71.31088825214898,99.07115568290347,83.33858643744033,Mango
71.63587215773572,99.14787724598507,83.5579583399586,Mango
71.57260883380997,99.29393072767716,83.59517000317759,Mango
72.79940119760478,98.59053321927576,81.92600513259195,Mango
71.90477701952071,99.50198381209336,83.79162037771786,Mango
71.98225602027887,99.8458491761724,84.00459442332065,Mango
72.42615433270085,99.94607843137258,84.26944971537002,Mango
72.67991169977927,100.22595395774204,84.40917691579945,Mango
72.87370078740153,100.26047244094492,84.60724409448821,Mango
72.95012067578436,100.62011263073204,84.67433628318581,Mango
73.38193216524674,100.76515029737986,84.94454267802602,Mango
73.4660752423197,101.13684902250696,85.08099227862652,Mango
73.78633458954614,101.53957070293296,85.3667048992299,Mango
73.48202284946234,101.3524865591398,85.07039650537631,Mango
72.95015040825098,98.38132072768947,81.91706059303826,Mango
74.0169122572003,101.47806430006698,85.42113194909582,Mango
73.7890507282772,101.46308387744854,85.21312573246279,Mango
74.26663246109118,101.62921156148452,85.57533778005816,Mango
73.83068959759557,101.43129069961596,85.13073968943063,Mango
73.97663941264811,101.4725513098615,85.28816953111965,Mango
73.77045260461149,101.51477369769425,85.15183603757468,Mango
73.98143732970026,101.31777929155311,85.15633514986368,Mango
73.8294217687075,101.47551020408167,85.07772108843534,Mango
72.7438919229664,98.17073871802242,81.7154354699626,Mango
73.8235989196489,101.74679270762991,85.30013504388926,Mango
72.74222597439147,98.13564091740534,81.56549880399606,Mango
70.78087449933244,99.76785714285717,83.55624165554072,Mango
70.39973328888148,99.49791631938655,83.25004167361223,Mango
70.40316666666665,99.29900000000006,83.25033333333336,Mango
70.13892955913452,99.35301773222704,83.02489019033676,Mango
70.26202079272258,99.2519493177388,83.19720597790779,Mango
70.42672064777328,99.5457489878542,83.4267206477733,Mango
70.43576867001457,99.41973108699172,83.55143366272475,Mango
70.55283911671928,99.8277602523659,83.70962145110408,Mango
72.42853107344632,97.77669491525427,81.22330508474579,Mango
67.27542950640851,56.65012271611673,100.55331333515132,Salak
55.61388286334057,48.02202569664612,91.3160353746037,Salak
54.80569819446743,47.492463143945656,91.2396885870466,Salak
54.89237591676616,47.39229063619305,91.75763261129113,Salak
55.06879254747405,47.53869580795415,92.22339663203155,Salak
54.23223508459485,46.83009795191452,92.66767586821017,Salak
53.715148188803546,46.523783388218085,92.51555067691181,Salak
53.29351784413693,46.067188638018926,92.50473415877642,Salak
53.21650829141045,46.267002049562144,93.08719955282284,Salak
54.14011365863217,46.87713109935331,93.75700568293162,Salak
